SECCIÓN,DIVISIÓN,GRUPO,CLASE,SUBCLASE,DESCRIPCIÓN,
,,,7731,,Alquiler de motocicletas y equipo de transporte acuático y aéreo,
,,,,77311,Alquiler de motocicletas,
,,,,77312,Alquiler de equipo de transporte acuático,
,,,,77313,Alquiler de equipo de transporte aéreo,
,,,,77319,Alquiler de otros equipos de transporte n.c.p.,
,,,7732,,Alquiler de maquinaria y equipo agropecuario sin operador,
,,,,77320,Alquiler de maquinaria y equipo agropecuario sin operador,
,,,7733,,Alquiler de maquinaria y equipo de construcción e ingeniería civil sin operador,
,,,,77330,Alquiler de maquinaria y equipo de construcción e ingeniería civil sin operador,
,,,7734,,Alquiler de equipo y mobiliario de oficina,
,,,,77340,Alquiler de equipo y mobiliario de oficina,
,,,7739,,Alquiler de otros tipos de maquinaria y equipo sin operador n.c.p.,
,,,,77390,Alquiler de otros tipos de maquinaria y equipo sin operador n.c.p.,
,,774,,,"Arrendamiento de productos de propiedad intelectual, y productos similares, excepto obras protegidas por derechos de autor",
,,,7740,,"Arrendamiento de productos de propiedad intelectual, y productos similares, excepto obras protegidas por derechos de autor",
,,,,77400,"Arrendamiento de productos de propiedad intelectual, y productos similares, excepto obras protegidas por derechos de autor",
,78,,,,ACTIVIDADES DE EMPLEO,
,,781,,,Actividades de agencias de empleo,
,,,7810,,Actividades de agencias de empleo,
,,,,78100,Actividades de agencias de empleo,
,,782,,,Actividades de agencias de empleo temporal,
,,,7820,,Actividades de agencias de empleo temporal,
,,,,78200,Actividades de agencias de empleo temporal,
,,783,,,Otras actividades de dotación de recursos humanos,
,,,7830,,Otras actividades de dotación de recursos humanos,
,,,,78300,Otras actividades de dotación de recursos humanos,
,79,,,,"ACTIVIDADES DE AGENCIAS DE VIAJE, OPERADORES TURÍSTICOS, SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS",
,,791,,,Actividades de agencias de viajes y operadores turísticos,
,,,7911,,Actividades de agencias de viajes,
,,,,79110,Actividades de agencias de viajes,
,,,7912,,Actividades de operadores turísticos,
,,,,79120,Actividades de operadores turísticos,
,,799,,,Otros servicios de reservas y actividades conexas,
,,,7990,,Otros servicios de reservas y actividades conexas,
,,,,79900,Otros servicios de reservas y actividades conexas,
,80,,,,ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN,
,,801,,,Actividades de seguridad privada,
,,,8010,,Actividades de seguridad privada,
,,,,80101,Actividades de seguridad privada,
,,,,80102,Servicio de transporte de caudales y objetos de valor,
,,802,,,Actividades de servicios de sistemas de seguridad,
,,,8020,,Actividades de servicios de sistemas de seguridad,
,,,,80200,Actividades de servicios de sistemas de seguridad,
,,803,,,Actividades de investigación y de detectives,
,,,8030,,Actividades de investigación y de detectives,
,,,,80300,Actividades de investigación y de detectives,
,81,,,,ACTIVIDADES DE SERVICIOS A EDIFICIOS Y DE PAISAJISMO,
,,811,,,Actividades combinadas de apoyo a instalaciones,
,,,8110,,Actividades combinadas de apoyo a instalaciones,
,,,,81100,Actividades combinadas de apoyo a instalaciones,
,,812,,,Actividades de limpieza,
,,,8121,,Limpieza general de edificios,
,,,,81210,Limpieza general de edificios,
,,,8129,,Otras actividades de limpieza de edificios e instalaciones industriales,
,,,,81291,Actividades especializadas de limpieza de edificios,
,,,,81292,Servicios de limpieza y mantenimiento de piscinas,
,,,,81293,Limpieza de maquinaria industrial,
,,,,81294,Actividades de desinfección y exterminio de plagas,
,,,,81295,Servicio de barrido de calles,
,,,,81299,Otros servicios de limpieza n.c.p.,
,,813,,,Actividades de paisajismo y servicios de mantenimiento conexos,
,,,8130,,"Actividades de plantación, cuidado y mantenimiento de parques, jardines en áreas privadas o comunitarias",
,,,,81300,"Actividades de plantación, cuidado y mantenimiento de parques, jardines en áreas privadas o comunitarias",
,82,,,,ACTIVIDADES ADMINISTRATIVAS Y DE APOYO DE OFICINA Y OTRAS ACTIVIDADES A LAS EMPRESAS,
,,821,,,Actividades administrativas y de apoyo de oficina,
,,,8211,,Actividades combinadas de servicios administrativos de oficina,
,,,,82110,Actividades combinadas de servicios administrativos de oficina,
,,,8219,,"Actividades de fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina",
,,,,82191,Servicios de fotocopiado,
,,,,82192,"Servicio de transcripción (taquigrafía, mecanografía)",
,,,,82193,Servicio de escritorios públicos para el llenado de formularios de impuestos y declaraciones,
,,,,82199,Otras actividades de apoyo de oficina n.c.p.,
,,822,,,Actividades de centros de llamadas,
,,,8220,,Actividades de centros de llamadas,
,,,,82200,Actividades de centros de llamadas,
,,823,,,"Organización de conferencias, reuniones, convenciones y exposiciones comerciales",
,,,8230,,"Organización de conferencias, reuniones, convenciones y exposiciones comerciales",
,,,,82300,"Organización de conferencias, reuniones, convenciones y exposiciones comerciales",
,,829,,,Actividades de servicios de apoyo a las empresas n.c.p,
,,,8291,,Actividades de agencias de cobro y agencias de calificación crediticia,
,,,,82910,Actividades de agencias de cobro y agencias de calificación crediticia,
,,,8292,,Actividades de envasado y empaquetado,
,,,,82920,Actividades de envasado y empaquetado,
,,,8299,,Otras actividades de servicios de apoyo a las empresas n.c.p.,
,,,,82990,Otras actividades de servicios de apoyo a las empresas n.c.p.,
O,,,,,"ADMINISTRACIÓN PÚBLICA, DEFENSA Y PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",
,84,,,,ADMINISTRACION PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL Y DE AFILIACIÓN OBLIGATORIA,
,,841,,,Administración del Estado y aplicación de la política económica y social de la comunidad,
,,,8411,,Actividades de la administración pública en general,
,,,,84111,"Actividades de los Órganos Ejecutivo, Legislativo y Electoral",
,,,,84112,Actividades de Ministerios y Viceministerios,
,,,,84113,Actividades de los Gobiernos Departamentales Autónomos,
,,,,84114,Actividades de los Gobiernos Municipales Autónomos,
,,,8412,,"Regulación de las actividades de organismos que prestan servicios de salud, educación, cultura, vivienda y otros servicios sociales, excepto servicios de seguridad social",
,,,,84121,Actividades de regulación y gestión de la salud (SEDES),
,,,,84122,Actividades de regulación y gestión de la educación (Dirección Departamental de Educación),
,,,,84123,Actividades de regulación y gestión de la vivienda y urbanismo,
,,,,84124,"Actividades de regulación y gestión de actividades recreativas, culturales y religiosas (Instituto Boliviano de Cultura)",
,,,,84125,Actividades de regulación y gestión de programas de protección ambiental,
,,,,84129,Regulación de las actividades de otros organismos que prestan servicios sociales n.c.p.,
,,,8413,,Actividades de regulación y facilitación de la actividad económica,
,,,,84130,Actividades de regulación y facilitación de la actividad económica,
,,842,,,Prestación de servicios a la comunidad en general,
,,,8421,,"Ministerio de relaciones exteriores, misiones diplomáticas y consulares",
,,,,84210,"Ministerio de relaciones exteriores, misiones diplomáticas y consulares",
,,,8422,,Actividades de defensa,
,,,,84220,Actividades de defensa,
,,,8423,,Actividades de mantenimiento del orden público y de seguridad,
,,,,84231,Actividades de la policía y protección civil (bomberos y tránsito),
,,,,84232,Actividades de servicios judiciales y de justicia (administración de prisiones),
,,843,,,Actividades de planes de seguridad social de afiliación obligatoria,
,,,8430,,Actividades de planes de seguridad social de afiliación obligatoria,
,,,,84300,Actividades de planes de seguridad social de afiliación obligatoria,
P,,,,,SERVICIOS DE EDUCACIÓN,
,85,,,,SERVICIOS DE EDUCACIÓN,
,,851,,,Educación preescolar y primaria,
,,,8511,,Educación preescolar,
,,,,85110,Educación preescolar,
,,,8512,,Educación primaria,
,,,,85120,Educación primaria,
,,852,,,Educación secundaria,
,,,8521,,Educación secundaria de formación general,
,,,,85210,Educación secundaria de formación general,
,,,8522,,Educación secundaria de formación técnica y profesional,
,,,,85220,Educación secundaria de formación técnica y profesional,
,,853,,,Educación superior,
,,,8530,,Educación superior,
,,,,85301,Educación superior no universitaria,
,,,,85302,Educación superior universitaria,
,,,,85303,Educación superior de especialización y postgrado,
,,854,,,Otros tipos de enseñanza,
,,,8541,,Enseñanza deportiva y recreativa,
,,,,85411,Escuelas deportivas,
,,,,85412,Enseñanza de gimnasia,
,,,,85413,Enseñanza de equitación,
,,,,85414,Escuela de natación,
,,,,85415,Actividades de instructores y entrenadores deportivos,
,,,,85416,Escuelas de artes marciales,
,,,,85417,Enseñanza de yoga,
,,,,85419,Otros tipos de enseñanza deportiva y recreativa n.c.p.,
,,,8542,,Enseñanza cultural,
,,,,85421,Enseñanza de música,
,,,,85422,Enseñanza de escuelas y academias de baile,
,,,,85423,Enseñanza de artes interpretativas,
,,,,85424,Enseñanza de bellas artes,
,,,,85425,Enseñanza de fotografía,
,,,,85429,Otros tipos de enseñanza cultural n.c.p,
,,,8549,,Otros tipos de enseñanza n.c.p.,
,,,,85491,Enseñanza en informática,
,,,,85492,Escuelas de modelaje,
,,,,85493,Enseñanza de idiomas,
,,,,85494,Servicio de tutoría académica,
,,,,85495,Cursos de nivelacióny preparaciónpara ingresar a la universidad,
,,,,85496,Enseñanza para la conducción de automotoresyaeronaves,
,,,,85497,"Enseñanza comercial, contable y secretariado",
,,,,85498,Enseñanza de oficios,
,,,,85499,Otros tipos de enseñanza n.c.p,
,,855,,,Actividades de apoyo a la enseñanza,
,,,8550,,Actividades de apoyo a la enseñanza,
,,,,85501,Consultoría en educación,
,,,,85509,Servicios de apoyo educativo n.c.p.,
Q,,,,,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL,
,86,,,,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA,
,,861,,,Servicios de hospitales,
,,,8610,,Servicios de hospitales,
,,,,86100,Servicios de hospitales,
,,862,,,Servicios médicos y odontológicos,
,,,8620,,Servicios médicos y odontológicos,
,,,,86201,Servicio de atención médica en clínicas,
,,,,86202,Consultorios médicos,
,,,,86203,Consultorios odontológicos,
,,,,86204,Servicios de centros de planificación familiar,
,,,,86205,Servicios de policonsultorios y otros centros de salud,
,,869,,,Otros servicios relacionados con la salud humana,
,,,8691,,Servicios de medicina tradicional y alternativa,
,,,,86910,Servicios de medicina tradicional y alternativa,
,,,8699,,Otros servicios relacionados con la salud humana,
,,,,86991,Servicios de laboratorios clínicos,
,,,,86992,Servicios de diagnóstico por imagen,
,,,,86993,"Servicios de enfermeros, parteras, fisioterapeutas y otro personal especializado",
,,,,86994,"Servicios de bancos de sangre, esperma y de otros órganos",
,,,,86999,Otros servicios relacionados con la salud humana n.c.p.,
,87,,,,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES CON ALOJAMIENTO,
,,871,,,Actividades de casas de reposo y convalecencia,
,,,8710,,Actividades de casas de reposo y convalecencia,
,,,,87100,Actividades de casas de reposo y convalecencia,
,,872,,,"Servicios de atención en instituciones para personas con capacidades diferentes, enfermos mentales y toxicómanos con alojamiento",
,,,8720,,"Servicios de atención en instituciones a personas con capacidades diferentes, perturbaciones emocionales y toxicómanos con alojamiento",
,,,,87201,Instituciones de atención a personas con capacidades diferentes con alojamiento,
,,,,87202,Instituciones de atención a personas con problemas de salud mental con alojamiento,
,,,,87203,Instituciones de atención y tratamiento de alcoholismo y drogodependencia con alojamiento,
,,873,,,Servicios de atención en instituciones para personas de la tercera edad y personas minusválidas con alojamiento,
,,,8730,,Servicios de atención en instituciones para personas de la tercera edad y personas minusválidas con alojamiento,
,,,,87300,Servicios de atención en instituciones para personas de la tercera edad y personas minusválidas con alojamiento,
,,879,,,Otras actividades de atención en instituciones con alojamiento,
,,,8790,,Otras actividades de atención en instituciones con alojamiento,
,,,,87901,"Servicios de orfanatos, hogares y albergues infantiles",
,,,,87902,Albergues temporales para personas sin hogar con alojamiento,
,,,,87903,Instituciones que atienden a madres solteras y a sus hijos con alojamiento,
,,,,87904,Servicio de hogares correccionales,
,,,,87909,Otras actividades de asistencia social en instituciones con alojamiento n.c.p.,
,88,,,,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO,
,,881,,,Actividades de asistencia social sin alojamiento para personas de la tercera edad y personas  minusválidas,
,,,8810,,Actividades de asistencia social sin alojamiento para personas de la tercera edad y personas  minusválidas,
,,,,88101,Actividades de asistencia social sin alojamiento para personas de la tercera edad,
,,,,88102,Actividades de asistencia social sin alojamiento para personas minusválidas,
,,889,,,Otras actividades de asistencia social sin alojamiento n.c.p.,
,,,8890,,Otras actividades de asistencia social sin alojamiento n.c.p.,
,,,,88901,Servicios de guardería para niños,
,,,,88902,Servicios sociales de orientación familiar sin alojamiento,
,,,,88903,"Servicios de ayuda a víctimas de desastres, refugiados e inmigrantes, sin alojamiento",
,,,,88904,Servicios de comedores populares y similares,
,,,,88905,Servicios de asistencia para problemas de adicciones sin alojamiento,
,,,,88909,Otras actividades de asistencia social sin alojamiento n.c.p,
R,,,,,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS",
,90,,,,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO",
,,900,,,"Producción de obras de teatro, conciertos, espectáculos musicales, danza y otras producciones escénicas",
,,,9001,,"Producción de obras de teatro, conciertos, espectáculos musicales, danza y otras producciones escénicas",
,,,,90011,Producción de obras de teatro,
,,,,90012,Actividades de compañías de danza,
,,,,90013,"Actividades de músicos, orquestas, bandas y sus directores",
,,,,90014,Actividades de escritores,
,,,,90015,"Actividades de escultores, pintores, dibujantes y grabadores",
,,,,90016,Actividades de periodistas independientes,
,,,,90017,Actividades de productores o empresarios de espectáculos artísticos,
,,,,90018,Actividades de servicios de amplificación y discjockey,
,,,,90019,Otros servicios de espectáculos artísticos n.c.p.,
,91,,,,"ACTIVIDADES  DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTRAS ACTIVIDADES CULTURALES",
,,910,,,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",
,,,9101,,Actividades de bibliotecas y archivos,
,,,,91010,Actividades de bibliotecas y archivos,
,,,9102,,"Actividades de museos, gestión de lugares y edificios históricos",
,,,,91020,"Actividades de museos, gestión de lugares y edificios históricos",
,,,9103,,"Actividades de jardines botánicos, zoológicos y de parques nacionales",
,,,,91030,"Actividades de jardines botánicos, zoológicos y de parques nacionales",
,92,,,,ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS,
,,920,,,Actividades de juegos de azar y apuestas,
,,,9200,,Actividades de juegos de azar y apuestas,
,,,,92001,Juego de lotería,
,,,,92002,Casinos,
,,,,92009,Otros juegos de azar y apuestas,
,93,,,,"ACTIVIDADES DEPORTIVAS, DE ESPARCIMIENTO Y RECREATIVAS",
,,931,,,Actividades deportivas,
,,,9311,,Actividades deportivas,
,,,,93111,Servicios de instalaciones para la práctica deportiva,
,,,,93112,Actividades de producción y organización de actividades deportivas,
,,,9312,,Actividades de clubes deportivos,
,,,,93120,Actividades de clubes deportivos,
,,,9319,,Otras actividades deportivas,
,,,,93191,Actividades de ligas y órganos reguladores,
,,,,93192,"Actividades por cuenta propia de deportistas, árbitros, jueces y cronometradores",
,,,,93193,Actividades de guías de montaña,
,,,,93199,Otras actividades deportivas n.c.p.,
,,932,,,Otras actividades de esparcimiento y recreativas,
,,,9321,,Actividades de parques de atracciones,
,,,,93210,Actividades de parques de atracciones,
,,,9329,,Otras actividades de esparcimiento y recreativas n.p.c.,
,,,,93291,"Actividades de salones de baile, discotecas y similares",
,,,,93292,"Actividades de juegos electrónicos, mecánicos accionados con fichas",
,,,,93299,Otras actividades de esparcimiento y recreativas n.p.c.,
S,,,,,OTRAS ACTIVIDADES DE SERVICIOS,
,94,,,,ACTIVIDADES DE ASOCIACIONES,
,,941,,,"Actividades de asociaciones empresariales, profesionales y de empleadores",
,,,9411,,Actividades de asociaciones empresariales y de empleadores,
,,,,94110,Actividades de asociaciones empresariales y de empleadores,
,,,9412,,Actividades de asociaciones profesionales,
,,,,94120,"Actividades de colegios de profesionales, sociedades científicas",
,,942,,,Actividades de sindicatos,
,,,9420,,Actividades de sindicatos,
,,,,94200,Actividades de sindicatos,
,,949,,,Actividades de otras asociaciones,
,,,9491,,Actividades de organizaciones religiosas,
,,,,94910,Actividades de organizaciones religiosas,
,,,9492,,Actividades de organizaciones políticas,
,,,,94920,Actividades de organizaciones políticas,
,,,9499,,Actividades de otras asociaciones n.c.p.,
,,,,94991,Organización de protección de los derechos humanos,
,,,,94992,Organizaciones que promueven el desarrollo comunitario y cívico,
,,,,94993,Servicios de clubes de rotarios y logias,
,,,,94994,Asociación de copropietarios,
,,,,94995,Organizaciones ambientalistas y ecologistas,
,,,,94996,Asociaciones protectoras de animales,
,,,,94999,Otros servicios proporcionados por asociaciones n.c.p.,
,95,,,,REPARACIÓN DE ORDENADORES Y DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS,
,,951,,,Reparación de computadores y equipo de comunicaciones,
,,,9511,,"Reparación de computadoras, servidores informáticos y terminales informáticas",
,,,,95110,"Reparación de computadoras, servidores informáticos y terminales informáticas",
,,,9512,,Reparación y mantenimiento de equipo de comunicaciones,
,,,,95120,Reparación y mantenimiento de equipo de comunicaciones,
,,952,,,Reparación de efectos personales y enseres domésticos,
,,,9521,,Reparación de aparatos electrónicos de consumo,
,,,,95210,Reparación de aparatos electrónicos de consumo,
,,,9522,,Reparación de aparatos de uso doméstico,
,,,,95220,Reparación de aparatos de uso doméstico,
,,,9523,,Reparación y mantenimiento de calzado y artículos de cuero,
,,,,95230,Reparación y mantenimiento de calzado y artículos de cuero,
,,,9524,,Reparación de muebles y accesorios domésticos,
,,,,95240,Reparación de muebles y accesorios domésticos,
,,,9529,,Reparación de otros efectos personales y enseres domésticos,
,,,,95291,Reparación y arreglo de prendas de vestir,
,,,,95292,"Reparación de bicicletas, triciclos y similares",
,,,,95293,Reparación de relojes,
,,,,95294,Reparación de instrumentos musicales,
,,,,95295,Servicios de copia de llaves,
,,,,95299,Reparación de otros efectos personales y enseres domésticos n.c.p.,
,96,,,,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES,
,,960,,,Otras actividades de servicios personales,
,,,9601,,"Servicios de lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel",
,,,,96010,"Servicios de lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel",
,,,9602,,Servicios de peluquería y otros tratamientos de belleza,
,,,,96020,Servicios de peluquería y otros tratamientos de belleza,
,,,9603,,Servicios funerarios y actividades conexas,
,,,,96030,Servicios funerarios y actividades conexas,
,,,9604,,"Actividades de baños turcos, saunas y baños de vapor",
,,,,96040,"Actividades de baños turcos, saunas y baños de vapor",
,,,9605,,Servicios de centros de estética y spa,
,,,,96050,Servicios de centros de estética y spa,
,,,9606,,"Servicios de adivinos, yatiris, espiritistas, astrólogos y afines",
,,,,96060,"Servicios de adivinos, yatiris, espiritistas, astrólogos y afines",
,,,9609,,Otras actividades de servicios personales n.c.p.,
,,,,96091,"Servicios de clubes nocturnos, lenocinios y casas de tolerancia",
,,,,96092,Servicios para animales domésticos,
,,,,96093,Servicios de limpiabotas,
,,,,96094,Servicios de cuidadores de vehículos,
,,,,96095,Servicio de baños públicos,
,,,,96096,"Servicios de traslado de maletas, changadores y cargadores y afines",
,,,,96097,"Explotación de máquinas de servicios personales como básculas, aparatos para tomar tensión y afines",
,,,,96099,Otras actividades de servicios personales n.c.p.,
T,,,,,ACTIVIDADES DE HOGARES PRIVADOS COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES  Y SERVICIOS PARA USO PROPIO,
,97,,,,ACTIVIDADES DE HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO,
,,970,,,Actividades de hogares privados como empleadores de personal doméstico,
,,,9700,,Actividades de hogares privados como empleadores de personal doméstico,
,,,,97000,Actividades de hogares privados como empleadores de personal doméstico,
,98,,,,ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO,
,,981,,,Actividades no diferenciadas de los hogares como productores de bienes para uso propio,
,,,9810,,Actividades no diferenciadas de los hogares como productores de bienes para uso propio,
,,,,98100,Actividades no diferenciadas de hogares como productores de bienes para uso propio,
,,982,,,Actividades no diferenciadas de los hogares como productores de servicios para uso propio,
,,,9820,,Actividades no diferenciadas de hogares privados como productores de servicios para uso propio,
,,,,98200,Actividades no diferenciadas de hogares privados como productores de servicios para uso propio,
U,,,,,SERVICIO DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,
,99,,,,SERVICIO DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,
,,990,,,Servicio de organizaciones y órganos extraterritoriales,
,,,9900,,Servicio de organizaciones y órganos extraterritoriales,
,,,,99000,Servicio de organizaciones y órganos extraterritoriales,
